OBJECTID,Id,St_label,Labelside,Address,Numberreal,Occupantre,Dm,DetailCat,StreetName,Angle,Direction
4091,119831,Hudson Street,R,189 VARICK STREET,376,United States Department of State Passport Services,7/31/2007,Landmark,Hudson St,9.727578549,E
4092,119832,Hudson Street,,363 HUDSON STREET,375,Delete,10/18/2010,,Hudson St,9.727578549,
4093,119833,Hudson Street,,395 HUDSON STREET,395,Delete,10/18/2010,,W Houston St,-84.28940686,
4094,119834,Hudson Street,R,388 HUDSON STREET,0,Development,6/22/2009,Under Construction,Hudson St,6.842773413,E
4095,119835,Hudson Street,R,410 HUDSON STREET,0,Baseball Field,6/22/2009,Other,Hudson St,9.462322207,E
4096,119836,Hudson Street,L,421 HUDSON STREET,421,Equinox Fintness Club,6/14/2011,Fitness,Hudson St,9.462322207,W
4097,119837,Hudson Street,R,430 HUDSON STREET,430,Piora,11/21/2013,Restaurant,Hudson St,9.334998466,E
4098,119838,Hudson Street,L,447 HUDSON STREET,447,Hudson Clearwater,4/7/2013,Restaurant,Morton St,-84.8479183,S
4099,119839,Hudson Street,,,449,Delete,10/18/2010,,Hudson St,12.69958449,
4100,119840,Hudson Street,,451 HUDSON STREET,451,Delete,10/18/2010,,Hudson St,12.69958449,
4101,119841,Hudson Street,,453 HUDSON STREET,453,Delete,10/18/2010,,Hudson St,12.69958449,
4102,119842,Hudson Street,L,455 HUDSON STREET,455,Alexandra,6/22/2009,Restaurant,Hudson St,12.69958449,W
4103,119843,Hudson Street,L,455 HUDSON STREET,457,Golden Rule Wine & Liquors,6/22/2009,Misc Service,Hudson St,12.69958449,W
4104,119844,Hudson Street,,,459,Delete,10/18/2010,,Hudson St,12.69958449,
4105,119845,Hudson Street,L,463 HUDSON STREET,463,Barrows Pub,6/22/2009,Restaurant,Barrow St,-84.24173984,S
4106,119846,Hudson Street,,465 HUDSON STREET,473-77,Delete,10/18/2010,,Barrow St,-84.24173984,
4107,119847,Hudson Street,,483 HUDSON STREET,,Delete,10/18/2010,,Hudson St,8.930590101,
4108,119848,Hudson Street,R,464 HUDSON STREET,464,New Golden Greeting,6/22/2009,Candy/Gifts/Cards,Barrow St,-87.51044708,N
4109,119849,Hudson Street,,483 HUDSON STREET,487,Delete,10/18/2010,,Hudson St,8.880659148,
4110,119850,Hudson Street,,487 HUDSON STREET,487,Delete,10/18/2010,,Hudson St,8.880659148,
4111,119851,Hudson Street,,489 HUDSON STREET,489,Delete,10/18/2010,,Hudson St,8.880659148,
4112,119852,Hudson Street,,491 HUDSON STREET,491,Delete,10/18/2010,,Hudson St,8.880659148,
4113,119853,Hudson Street,R,496 HUDSON STREET,496,Brodo Broth Shop,12/28/2016,Restaurant,Hudson St,8.880659148,E
4114,119854,Hudson Street,L,513 HUDSON STREET,513,Vacant (Available),4/3/2015,Vacant,W 10th St,81.33586457,W
4115,119855,Hudson Street,L,527 HUDSON STREET,529,Decoy (Below Grade),5/14/2014,Restaurant,Hudson St,9.057888129,W
4116,119856,Hudson Street,,535 HUDSON STREET,535,Delete,10/18/2010,,Charles St,81.86989765,
4117,119857,Hudson Street,,571 HUDSON STREET,571,Delete,10/18/2010,,W 11th St,81.20258929,
4118,119858,Hudson Street,,601 HUDSON STREET,601-603,Delete,10/18/2010,,Hudson St,25.55996517,
4119,119859,Hudson Street,,631 HUDSON STREET,,Delete,10/18/2010,,Horatio St,-89.40934278,
4120,119860,Hudson Street,L,649 HUDSON STREET,649,Reinstein Ross,4/3/2015,Accessories,Gansevoort St,0,
4121,119861,Hudson Street,,652 HUDSON STREET,652,Delete,10/18/2010,,Hudson St,9.162347049,
4122,119862,Hudson Street,R,350 WEST 14 STREET,678,Papyrus/Niquea.D,11/21/2013,Candy/Gifts/Cards,Hudson St,7.386043151,E
4123,119863,Washington Street,R,601 WASHINGTON STREET,0,Wholesale Meat,8/2/2007,Misc Service,Leroy St,-84.74619725,N
4124,119864,Washington Street,R,601 WASHINGTON STREET,601,Pat LaFeida,8/2/2007,Quick Service Restaurant,Washington St,11.76828893,E
4125,119865,Washington Street,,611 WASHINGTON STREET,601,delete,5/5/2015,,Washington St,11.76828893,
4126,119866,Washington Street,L,600 WASHINGTON STREET,600,Washington Street Condominiums,8/2/2007,Residential,Leroy St,-84.88268515,S
4127,119867,Washington Street,L,600 WASHINGTON STREET,600,Le Du's Wines,8/2/2007,Other,Washington St,11.76828893,W
4128,119868,Washington Street,L,600 WASHINGTON STREET,600,Gotham Gym,7/13/2011,Fitness,Washington St,11.76828893,W
4129,119869,Washington Street,L,600 WASHINGTON STREET,600,Gotham Gym,7/13/2011,Fitness,Washington St,11.76828893,W
4130,119870,Washington Street,L,634 WASHINGTON STREET,634 - 642,Residential,8/2/2007,Residential,Washington St,11.02345596,W
4131,119871,Washington Street,R,633 WASHINGTON STREET,641,Creative Edge Parties,8/2/2007,Misc Service,Washington St,11.02345596,E
4132,119872,Washington Street,L,371 WEST STREET,0,Offices,8/2/2007,Other,Washington St,10.85641335,W
4133,119873,Washington Street,R,617 WASHINGTON STREET,618 - 626,Residential,8/2/2007,Residential,Washington St,10.85641335,E
4134,119874,Washington Street,R,92 HORATIO STREET,0,Residential,8/2/2007,Residential,Washington St,5.527540153,E
4135,119875,Washington Street,L,99 JANE STREET,800,Residential,5/4/2015,Residential,Washington St,5.527540153,W
4136,119876,Washington Street,R,829 WASHINGTON STREET,827,Stephen F,12/28/2015,Misc Service,Washington St,5.46909497,E
4137,119877,Washington Street,L,379 WEST 12 STREET,0,Residential,8/2/2007,Residential,Washington St,3.878524504,W
4138,119878,Washington Street,L,756 WASHINGTON STREET,756,The Highliner Condominiums,8/2/2007,Residential,W 12th St,0,
4139,119879,Washington Street,R,755 WASHINGTON STREET,755,Development,5/4/2015,Under Construction,Washington St,5.806726902,E
4140,119880,Washington Street,L,445 WEST STREET,0,Residential,8/2/2007,Residential,Washington St,3.715289105,W
4141,119881,Washington Street,R,749 WASHINGTON STREET,749,Residential,8/2/2007,Residential,Washington St,3.715289105,E
4142,119882,Washington Street,R,745 WASHINGTON STREET,745,Residential,8/2/2007,Residential,Washington St,3.715289105,E
4143,119883,Washington Street,R,739 WASHINGTON STREET,739,Residential,8/2/2007,Residential,Washington St,3.715289105,E
4144,119884,Washington Street,R,735 WASHINGTON STREET,735,Residential,8/2/2007,Residential,Bank St,81.91736721,E
4145,119885,Washington Street,L,720 WEST 11 STREET,0,Residential,8/2/2007,Residential,Washington St,5.792796499,W
4146,119886,Washington Street,R,723 WASHINGTON STREET,0,Residential,8/2/2007,Residential,Washington St,5.792796499,E
4147,119887,Washington Street,R,717 WASHINGTON STREET,715,Wallse Restaurant & Bar,5/4/2015,Restaurant,W 11th St,82.12230033,E
4148,119888,Washington Street,,717 WASHINGTON STREET,713,delete,5/5/2015,,Washington St,4.830419955,
4149,119889,Washington Street,R,703 WASHINGTON STREET,713,Dry Cleaners,8/2/2007,Misc Service,Washington St,4.830419955,E
4150,119890,Washington Street,R,703 WASHINGTON STREET,707,Vacant,5/4/2015,Vacant,Washington St,4.830419955,E
4151,119891,Washington Street,R,703 WASHINGTON STREET,703,Vacant,5/4/2015,Vacant,Perry St,81.86989764,E
4152,119892,Washington Street,L,702 WASHINGTON STREET,704,Residential,8/2/2007,Residential,W 11th St,82.17092349,W
4153,119893,Washington Street,R,695 WASHINGTON STREET,0,Residential,8/2/2007,Residential,Washington St,3.814074836,E
4154,119894,Washington Street,L,154 PERRY STREET,700,Residential,5/4/2015,Residential,Charles Ln,80.07375449,W
4155,119895,Washington Street,L,688 WASHINGTON STREET,0,Debra Kameros Company,8/2/2007,Misc Service,Charles Ln,80.07375449,W
4156,119896,Washington Street,L,688 WASHINGTON STREET,690,Charles West Delicatessen,5/4/2015,Convenience Store,Charles St,81.11934085,W
4157,119897,Washington Street,L,666 WASHINGTON STREET,680,Beasty Feast,8/2/2007,Restaurant,Charles St,81.11934085,W
4158,119898,Washington Street,L,666 WASHINGTON STREET,680,Residential,8/2/2007,Residential,Washington St,4.96974073,W
4159,119899,Washington Street,L,666 WASHINGTON STREET,668,Residential,8/2/2007,Residential,W 10th St,80.90972308,W
4160,119900,Washington Street,R,677 WASHINGTON STREET,683,Charles Gourmet Produce,5/4/2015,Grocery,Charles St,81.02737338,E
4161,119901,Washington Street,R,677 WASHINGTON STREET,681,Makebish Gallery,5/4/2015,Gallery,Washington St,4.96974073,E
4162,119902,Washington Street,R,669 WASHINGTON STREET,679,Couture Cleaners,5/4/2015,Misc Service,Washington St,4.96974073,E
4163,119903,Washington Street,R,669 WASHINGTON STREET,667,Residential,8/2/2007,Residential,Washington St,4.96974073,E
4164,119904,Washington Street,L,650 WASHINGTON STREET,0,Residential,8/2/2007,Residential,Washington St,6.613460484,W
4165,119905,Washington Street,R,665 WASHINGTON STREET,663,School,8/2/2007,Education,Washington St,6.613460484,E
4166,119906,Washington Street,R,659 WASHINGTON STREET,659,Residential,8/2/2007,Residential,Washington St,6.613460484,E
4167,119907,Washington Street,R,657 WASHINGTON STREET,657,Missionary,8/2/2007,Other,Washington St,6.613460484,E
4168,119908,Washington Street,R,655 WASHINGTON STREET,655,Room Works House,8/2/2007,Home Improvement,Washington St,6.613460484,E
4169,119909,Washington Street,R,649 WASHINGTON STREET,649,Malatesta Trattoria,8/2/2007,Restaurant,Christopher St,81.21470128,E
4170,119910,Avenue A,L,219 AVENUE A,219,Planet Rose Karaoke,3/13/2008,Education,Avenue A,36.32682595,W
4171,119911,Avenue A,L,199 AVENUE A,199,Crystal Readings,6/15/2009,Books,Avenue A,35.7066914,W
4172,119912,Avenue A,L,291 EAST 10 STREET,163,Boy's Club of NY,11/5/2008,Other,Avenue A,35.80334411,W
4173,119913,Avenue A,R,293 EAST 10 STREET,293,Horus Caf??,11/5/2008,Caf??,E 10th St,-67.10013347,N
4174,119914,Avenue A,L,155 AVENUE A,151,Mamani,7/30/2007,Restaurant,Avenue A,36.55247275,W
4175,119915,Avenue A,L,89 AVENUE A,91,99C Pizza,2/26/2017,Quick Service Restaurant,Avenue A,35.80334411,W
4176,119916,Avenue A,,52 AVENUE A,,Delete,5/28/2008,,Avenue A,36.02737339,
4177,119917,Avenue A,L,43 AVENUE A,45,Downtown Yarns,7/30/2007,Other,Avenue A,36.02737339,W
4178,119918,Avenue B,L,218 AVENUE B,218,Unleashed Spa,11/5/2008,Salon/Spa,Avenue B,36.86989765,W
4179,119919,Avenue B,L,186 AVENUE B,186,Bar-Bo-Ne,7/31/2007,Restaurant,Avenue B,36.25383774,W
4180,119920,Avenue B,R,95 AVENUE B,95,New Development Mixed Use,6/26/2014,Under Construction,Avenue B,36.55247275,E
4181,119921,Avenue B,L,38 AVENUE B,38,Caf?¿ Rakka (Available),11/21/2013,Caf??,Avenue B,35.80334411,W
4182,119922,Second Avenue,,747 2 AVENUE,755,Delete,6/23/2011,,2nd Ave,35.97238705,
4183,119923,Second Avenue,,,815,Delete,6/23/2011,,2nd Ave,35.53767779,
4184,119924,Second Avenue,L,1693 2 AVENUE,1693,East 87 Wine Traders Fine Wines & Spirits,4/3/2008,Misc Service,E 88th St,-67.06789956,S
4185,119925,Second Avenue,R,1860 2 AVENUE,0,Park / Development,7/26/2007,Under Construction,2nd Ave,36.32682595,E
4186,119926,Second Avenue,R,1880 2 AVENUE,0,Metropolitan Hospital,7/26/2007,Medical,2nd Ave,35.75388725,E
4187,119927,Wall Street,R,60 WALL STREET,60,Le Glacier,6/2/2010,Caf??,Wall St,-62.14034931,N
4188,119928,Wall Street,,60 WALL STREET,,Delete,1/3/2008,,Wall St,-62.14034931,
4189,119929,Wall Street,R,60 WALL STREET,60,The Country Caf??,11/15/2016,Caf??,Wall St,-61.66086796,N
4190,119930,Wall Street,R,60 WALL STREET,60,Deutsche Bank,6/2/2010,Bank,Wall St,-61.66086796,N
4191,119931,Wall Street,L,75 WALL STREET,75,Andaz Hotel and Condo,7/20/2010,Hotel,Wall St,-55.81387751,S
4192,119932,Wall Street,L,82 BEAVER STREET,1,Haru,10/17/2007,Restaurant,Pearl St,54.46232221,W
4193,119933,Pine Street,L,44 WALL STREET,40,Vacant (Available),5/24/2010,Vacant,William St,43.42344994,W
4194,119934,Columbus Avenue,,215 COLUMBUS AVENUE,217,delete,3/11/2016,,W 70th St,-67.32442697,
4195,119935,Union Square,,15 EAST 15 STREET,22-36,DELETE,11/14/2016,,E 15th St,-66.87347961,
4196,119936,Broadway,L,15 UNION SQUARE WEST,11,Ivivva (Available),12/8/2015,Fashion:Upscale,Union Sq W,36.59108827,W
4197,119937,Broadway,,1930 BROADWAY,1930,Delete,12/28/2007,,Broadway,-1.193489428,
4198,119938,Broadway,,176 WEST 72 STREET,2080,Delete,2/27/2008,,Amsterdam Ave,36.46923439,
4199,119939,Union Square,R,32 UNION SQUARE,24,Park South Plaza,10/24/2007,Other,Union Sq E,35.7066914,E
4200,119940,Fifth Avenue,R,373 5 AVENUE,373,Starbucks,10/23/2007,Caf??,E 35th St,-67.40540888,N
4201,119941,Fifth Avenue,R,355 5 AVENUE,365,The Graduate Center (CUNY),10/23/2007,Education,5th Ave,36.02737339,E
4202,119942,Fifth Avenue,,415 5 AVENUE,417,Delete,12/3/2009,,5th Ave,37.01988625,
4203,119943,Fifth Avenue,L,580 5 AVENUE,580,Sephora,1/12/2015,Cosmetics: Cosmetic Stores,5th Ave,36.57303098,W
4204,119944,Fifth Avenue,,605 5 AVENUE,605,Delete,2/21/2008,,5th Ave,37.40535663,
4205,119945,Fifth Avenue,,659 5 AVENUE,663,Delete,8/16/2013,,5th Ave,36.63411388,
4206,119946,Fifth Avenue,L,680 5 AVENUE,680,Gap,6/27/2016,Fashion:Mainstream,W 54th St,-67.470602,S
4207,119947,Fifth Avenue,L,730 5 AVENUE,730,Building Lobby (Available),6/27/2016,Other,5th Ave,37.2781742,W
4208,119948,Madison Avenue,L,768 MADISON AVENUE,768,Danvie (2nd Floor),8/21/2015,Salon/Spa,Madison Ave,36.57303098,W
4209,119949,Madison Avenue,L,764 MADISON AVENUE,764,Derek Lam (Available),8/10/2016,Fashion:Upscale,Madison Ave,36.57303098,W
4210,119950,Madison Avenue,L,762 MADISON AVENUE,762,Santoni,9/29/2014,Accessories,Madison Ave,36.57303098,W
4211,119951,Prince Street,,130 PRINCE STREET,130,Delete,9/13/2010,,Prince St,-63.43494882,
4212,119952,Spring Street,L,10 SPRING STREET,10,Residential,10/16/2007,Residential,Spring St,-67.55724663,S
4213,119953,Spring Street,R,9 SPRING STREET,9,Vacant,6/6/2013,Vacant,Spring St,-67.55724663,N
4214,119954,Spring Street,R,207 SPRING STREET,0,Private Parking,10/16/2007,Parking,Spring St,-68.49856568,N
4215,119955,Spring Street,R,207 SPRING STREET,0,Subway Entrance (C-E),10/16/2007,Landmark,Spring St,-68.49856568,N
4216,119956,Greenwich Street,L,838 GREENWICH STREET,840,Residential,7/25/2007,Residential,Greenwich St,1.041626673,W
4217,119957,Greenwich Street,L,832 GREENWICH STREET,832,Residential,7/25/2007,Residential,Greenwich St,1.041626673,W
4218,119958,Greenwich Street,R,829 GREENWICH STREET,827 - 829,Residential,7/25/2007,Residential,Greenwich St,1.041626673,E
4219,119959,Greenwich Street,L,822 GREENWICH STREET,822 - 826,Residential,1/18/2008,Residential,Greenwich St,0.924045356,W
4220,119960,Greenwich Street,L,820 GREENWICH STREET,816,Residential,7/25/2007,Residential,Greenwich St,0.924045356,W
4221,119961,Greenwich Street,R,815 GREENWICH STREET,813 - 817,Residential,7/25/2007,Residential,Greenwich St,0.924045356,E
4222,119962,Greenwich Street,R,809 GREENWICH STREET,809,Residential,7/25/2007,Residential,Greenwich St,0.924045356,E
4223,119963,Greenwich Street,R,805 GREENWICH STREET,805,Residential,7/25/2007,Residential,Jane St,0,
4224,119964,Greenwich Street,L,812 GREENWICH STREET,810 - 814,Residential,7/25/2007,Residential,Greenwich St,1.941486392,W
4225,119965,Greenwich Street,L,802 GREENWICH STREET,802,Garage,7/25/2007,Parking,Greenwich St,1.941486392,W
4226,119966,Greenwich Street,R,801 GREENWICH STREET,801,Maison Margiela Womens,10/20/2016,Fashion:Upscale,Greenwich St,1.941486392,E
4227,119967,Greenwich Street,R,799 GREENWICH STREET,797 - 799,Residential,7/25/2007,Residential,Greenwich St,1.941486392,E
4228,119968,Greenwich Street,L,328 WEST 12 STREET,796,Recette,7/18/2012,Restaurant_1,Greenwich St,0,W
4229,119969,Greenwich Street,L,790 GREENWICH STREET,790,D'Agostino,7/25/2007,Grocery,Greenwich St,0,W
4230,119970,Greenwich Street,R,607 HUDSON STREET,793,Village Nursing Home,7/25/2007,Misc Service,Greenwich St,0,E
4231,119971,Greenwich Street,R,10 BETHUNE STREET,785,Residential,7/25/2007,Residential,Greenwich St,0,E
4232,119972,Greenwich Street,L,772 GREENWICH STREET,772 - 784,Residential,7/25/2007,Residential,Greenwich St,13.78159723,W
4233,119973,Greenwich Street,L,760 GREENWICH STREET,760 - 778,Residential,7/25/2007,Residential,Greenwich St,13.4652081,W
4234,119974,Greenwich Street,L,752 GREENWICH STREET,752 - 758,Residential,7/25/2007,Residential,Greenwich St,13.4652081,W
4235,119975,Greenwich Street,R,769 GREENWICH STREET,792 1/2,Residential,7/25/2007,Residential,Bank St,83.33334011,E
4236,119976,Greenwich Street,R,767 GREENWICH STREET,767,Residential,7/25/2007,Residential,Greenwich St,13.4652081,E
4237,119977,Greenwich Street,R,765 GREENWICH STREET,765,Residential,7/25/2007,Residential,Greenwich St,13.4652081,E
4238,119978,Greenwich Street,R,763 GREENWICH STREET,763,Residential,7/25/2007,Residential,Greenwich St,13.4652081,E
4239,119979,Greenwich Street,R,761 GREENWICH STREET,761,Residential,7/25/2007,Residential,Greenwich St,13.4652081,E
4240,119980,Greenwich Street,R,759 GREENWICH STREET,759,Residential,7/25/2007,Residential,Greenwich St,13.4652081,E
4241,119981,Greenwich Street,R,755 GREENWICH STREET,755 - 757,Residential,7/25/2007,Residential,Greenwich St,13.4652081,E
4242,119982,Greenwich Street,R,311 WEST 11 STREET,753,Residential,7/25/2007,Residential,W 11th St,81.20258929,E
4243,119983,Greenwich Street,R,747 GREENWICH STREET,747,Residential,7/25/2007,Residential,Greenwich St,14.03624347,E
4244,119984,Greenwich Street,R,745 GREENWICH STREET,745,Residential,7/25/2007,Residential,Greenwich St,14.03624347,E
4245,119985,Greenwich Street,R,743 GREENWICH STREET,743,Green Village Body Shop,7/18/2012,,Greenwich St,14.03624347,E
4246,119986,Greenwich Street,R,741 GREENWICH STREET,741,Residential,,Residential,Greenwich St,14.03624347,E
4247,119987,Greenwich Street,R,739 GREENWICH STREET,739,Residential,7/25/2007,Residential,Greenwich St,14.03624347,E
4248,119988,Greenwich Street,R,737 GREENWICH STREET,737,Residential,7/25/2007,Residential,Greenwich St,14.03624347,E
4249,119989,Greenwich Street,R,731 GREENWICH STREET,731,Residential,7/25/2007,Residential,Greenwich St,15.18583726,E
4250,119990,Greenwich Street,R,719 GREENWICH STREET,719 - 723,Residential,7/25/2007,Residential,Greenwich St,15.18583726,E
4251,119991,Greenwich Street,,121 CHARLES STREET,713-17,Delete,7/31/2008,,Charles St,81.86989765,
4252,119992,Greenwich Street,L,726 GREENWICH STREET,726,Residential,7/25/2007,Residential,Greenwich St,15.18583726,W
4253,119993,Greenwich Street,R,711 GREENWICH STREET,707 - 711,Residential,7/25/2007,Residential,Greenwich St,14.2259639,E
4254,119994,Greenwich Street,R,705 GREENWICH STREET,705,Urban Zen,7/25/2007,Accessories,Greenwich St,14.2259639,E
4255,119995,Greenwich Street,R,703 GREENWICH STREET,703,Residential,7/25/2007,Residential,Greenwich St,14.2259639,E
4256,119996,Greenwich Street,R,697 GREENWICH STREET,697 - 701,Residential,7/25/2007,Residential,Greenwich St,14.2259639,E
4257,119997,Greenwich Street,L,702 GREENWICH STREET,702,Adelaide,7/25/2007,Gallery,W 10th St,81.07601156,W
4258,119998,Greenwich Street,R,260 WEST 10 STREET,695,Residential,7/25/2007,Residential,W 10th St,81.33586457,E
4259,119999,Greenwich Street,L,268 WEST 10 STREET,694,Village Community School,7/25/2007,Education,Greenwich St,14.53445508,W
4260,120000,Greenwich Street,L,692 GREENWICH STREET,692,Residential,7/25/2007,Residential,Greenwich St,14.53445508,W
4261,120001,Greenwich Street,R,687 GREENWICH STREET,687,Greenwich Mews (Residential),7/25/2007,Residential,Greenwich Mews,-83.65980825,N
4262,120002,Greenwich Street,R,137 CHRISTOPHER STREET,685,Residential,5/4/2015,Residential,Greenwich Mews,-83.65980825,N
4263,120003,Greenwich Street,R,681 GREENWICH STREET,981,Residential,7/25/2007,Residential,Greenwich St,14.53445508,E
4264,120004,Greenwich Street,R,657 GREENWICH STREET,657 - 677,Residential / Land,7/25/2007,Residential,Greenwich St,15.20803919,E
4265,120005,Greenwich Street,R,653 GREENWICH STREET,653,Church of St. Luke in the Fields,7/25/2007,Landmark,Greenwich St,15.20803919,E
4266,120006,Greenwich Street,R,643 GREENWICH STREET,641-643,Residential Development,5/4/2015,Residential,Greenwich St,15.20803919,E
4267,120007,Greenwich Street,R,637 GREENWICH STREET,637,Storage,7/25/2007,Other,Greenwich St,14.78272605,E
4268,120008,Greenwich Street,R,633 GREENWICH STREET,633,Office,7/25/2007,Other,Greenwich St,14.78272605,E
4269,120009,Greenwich Street,L,636 GREENWICH STREET,644,Village Adult Day Health Center,7/25/2007,Misc Service,Greenwich St,14.78272605,W
4270,120010,Greenwich Street,L,,636,Residential,7/25/2007,Residential,Morton St,-85.03025927,S
4271,120011,Greenwich Street,L,611 WASHINGTON STREET,682 - 634,Office,7/25/2007,Other,Greenwich St,15.524111,W
4272,120012,Greenwich Street,R,627 GREENWICH STREET,627 - 631,Industrial Building,7/25/2007,Industrial,Greenwich St,15.524111,E
4273,120013,Greenwich Street,R,625 GREENWICH STREET,625,Residential,7/25/2007,Residential,Greenwich St,15.524111,E
4274,120014,Greenwich Street,L,603 WASHINGTON STREET,622 - 626,Residential,7/25/2007,Residential,Greenwich St,15.524111,W
4275,120015,Greenwich Street,R,623 GREENWICH STREET,623,Garage,7/25/2007,Parking,Greenwich St,15.524111,E
4276,120016,Greenwich Street,R,621 GREENWICH STREET,0,Park,7/25/2007,Landmark,Leroy St,-84.72610404,N
4277,120017,Greenwich Street,L,601 WASHINGTON STREET,600,The Whole World,7/18/2012,Fashion:Upscale,Leroy St,-84.74619725,S
4278,120018,Greenwich Street,L,585 WASHINGTON STREET,612 - 618,FedEx Office,7/25/2007,Office Supply/Copy/Shipping,Greenwich St,15.39554925,W
4279,120019,Leroy Street,,120 LEROY STREET,,Delete,9/12/2013,,Leroy St,-84.72610404,
